timestamp,chassis_no,status,error
2026-06-19 09:28:51,MAT347001T1D11693,SUCCESS,
2026-06-19 09:28:54,MAT447404TAC09896,SUCCESS,
2026-06-19 09:28:57,MAT503091RAD06141,SUCCESS,
2026-06-19 09:29:03,MAT503091SAD06604,SUCCESS,
2026-06-19 09:29:04,MAT503091SAD07725,SUCCESS,
2026-06-19 09:29:06,MAT503091SAD07728,SUCCESS,
2026-06-19 09:29:07,MAT503091SAD07732,SUCCESS,
2026-06-19 09:29:09,MAT503113TAC10246,SUCCESS,
2026-06-19 09:29:11,MAT513059T5C07738,SUCCESS,
2026-06-19 09:29:14,MAT513059T5C07739,SUCCESS,
2026-06-19 09:29:16,MAT513061SFF06914,SUCCESS,
2026-06-19 09:29:19,MAT513061TFD05846,SUCCESS,
2026-06-19 09:29:21,MAT513063TFC04998,SUCCESS,
2026-06-19 09:29:23,MAT513307NFF04732,SUCCESS,
2026-06-19 09:29:25,MAT513353NFD02190,SUCCESS,
2026-06-19 09:29:28,MAT513356TFA00300,SUCCESS,
2026-06-19 09:29:30,MAT513357RFB03410,SUCCESS,
2026-06-19 09:29:33,MAT513357RFB03417,SUCCESS,
2026-06-19 09:29:37,MAT514016T5E12436,SUCCESS,
2026-06-19 09:29:39,MAT557027PUA00799,SUCCESS,
2026-06-19 09:29:41,MAT557027PUA00810,SUCCESS,
2026-06-19 09:29:43,MAT557049SUC01172,SUCCESS,
2026-06-19 09:29:45,MAT557051PUK06208,SUCCESS,
2026-06-19 09:29:47,MAT557072RUD01552,SUCCESS,
2026-06-19 09:29:50,MAT557072RUD01564,SUCCESS,
2026-06-19 09:29:53,MAT557072TUE03132,SUCCESS,
2026-06-19 09:29:56,MAT557076TUA00155,SUCCESS,
2026-06-19 09:29:59,MAT557076TUD02717,SUCCESS,
2026-06-19 09:30:04,MAT557076TUD02721,SUCCESS,
2026-06-19 09:31:07,MAT557076TUD02729,FAILED,[Errno 22] Invalid argument
2026-06-19 09:31:11,MAT557076TUD02742,SUCCESS,
2026-06-19 09:31:15,MAT557076TUE03253,SUCCESS,
2026-06-19 09:31:17,MAT557076TUE03527,SUCCESS,
2026-06-19 09:31:19,MAT557076TUE03593,SUCCESS,
2026-06-19 09:31:21,MAT557076TUE03594,SUCCESS,
2026-06-19 09:31:24,MAT557076TUF03601,SUCCESS,
