timestamp,chassis_no,status,error
2026-06-13 09:10:12,MAT513061TFC04052,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:12,MAT558010TVD20820,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:14,MAT558053SVN37692,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:16,MAT558053TVE28070,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:17,MAT563103T5C08912,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:18,MAT566011R1J25906,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:20,MAT566013P1E13317,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:21,MAT566024S1C07639,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:21,MAT810028S8A00225,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:23,MAT828025N2D08752,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:24,MAT828048PAD05340,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:25,MAT828048RAC04722,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:27,MAT828126TAD13005,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:29,MAT828126TAE14433,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:29,MAT843201S7A01044,FAILED,[Errno 22] Invalid argument
2026-06-13 09:10:31,MAT847021T7E14229,FAILED,[Errno 22] Invalid argument
2026-06-13 09:12:22,MAT447317N2F12663,SUCCESS,
2026-06-13 09:12:27,MAT447317P2A00981,SUCCESS,
2026-06-13 09:12:29,MAT513061TFE07637,SUCCESS,
2026-06-13 09:12:30,MAT513062SFN11912,SUCCESS,
2026-06-13 09:12:33,MAT513062TFE07209,SUCCESS,
2026-06-13 09:12:35,MAT513307PFB03796,SUCCESS,
2026-06-13 09:12:37,MAT513355TFE07074,SUCCESS,
2026-06-13 09:12:39,MAT513356RAA02185,SUCCESS,
2026-06-13 09:12:40,MAT513356RFD05748,SUCCESS,
2026-06-13 09:12:42,MAT513356T5E12329,SUCCESS,
2026-06-13 09:12:44,MAT513356TFA00261,SUCCESS,
2026-06-13 09:12:45,MAT513356TFA00264,SUCCESS,
2026-06-13 09:12:48,MAT555311T8D08565,SUCCESS,
2026-06-13 09:12:50,MAT557047TUC01722,SUCCESS,
2026-06-13 09:12:52,MAT557075TUE03401,SUCCESS,
2026-06-13 09:12:55,MAT558017SVP42318,SUCCESS,
2026-06-13 09:12:56,MAT558018TVE27015,SUCCESS,
2026-06-13 09:12:58,MAT558053TVA04364,SUCCESS,
2026-06-13 09:12:59,MAT558053TVC13257,SUCCESS,
2026-06-13 09:13:02,MAT558053TVC18290,SUCCESS,
2026-06-13 09:13:05,MAT558053TVC18825,SUCCESS,
2026-06-13 09:13:09,MAT558053TVD24990,SUCCESS,
2026-06-13 09:13:11,MAT558053TVD25234,SUCCESS,
2026-06-13 09:13:14,MAT558053TVD25246,SUCCESS,
2026-06-13 09:13:19,MAT558057TVE28975,SUCCESS,
2026-06-13 09:13:20,MAT558057TVE29078,SUCCESS,
