timestamp,chassis_no,status,error
2026-06-14 02:46:20,MAT447324T2D10337,SUCCESS,
2026-06-14 02:46:24,MAT500056T1D12301,SUCCESS,
2026-06-14 02:46:28,MAT503113TAC10212,SUCCESS,
2026-06-14 02:46:31,MAT503113TAC10213,SUCCESS,
2026-06-14 02:46:34,MAT503113TAD11536,SUCCESS,
2026-06-14 02:46:37,MAT503113TAD11538,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:38,MAT513062TFA01988,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:39,MAT513062TFE06590,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:40,MAT513356S5N21574,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:41,MAT513356T5B04830,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:43,MAT514016S5H16240,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:44,MAT514016SFN11343,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:45,MAT557076TUD02558,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:46,MAT557076TUD02652,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:48,MAT557076TUE03126,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:49,MAT557076TUE03222,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:50,MAT558010TVD23388,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:51,MAT558015TVD24805,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:52,MAT558015TVE25623,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:53,MAT558017TVB11501,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:54,MAT558017TVE28456,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:56,MAT558053SVH23451,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:57,MAT558053SVN38602,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:58,MAT558053TVB07062,FAILED,[Errno 22] Invalid argument
2026-06-14 02:46:59,MAT558053TVC16974,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:01,MAT558053TVD23026,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:02,MAT558053TVE26522,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:03,MAT558053TVE27762,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:04,MAT558053TVE28951,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:05,MAT558057TVC18155,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:07,MAT558057TVC18471,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:08,MAT558057TVD20713,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:09,MAT558057TVD21691,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:10,MAT558057TVE30240,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:11,MAT558057TVE30278,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:12,MAT558057TVE30817,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:13,MAT563010M7N20523,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:14,MAT563011N7N26812,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:15,MAT563016NAA00284,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:17,MAT563016NAD04654,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:18,MAT563080S5D09643,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:19,MAT563080S5D09708,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:20,MAT563102S5D09749,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:20,MAT563103T5C08042,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:21,MAT563107T5D10050,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:22,MAT563107T5D10056,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:23,MAT563107T5D10233,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:24,MAT563107T5D10234,FAILED,[Errno 22] Invalid argument
2026-06-14 02:47:36,MAT563107T5D10316,SUCCESS,
2026-06-14 02:47:42,MAT563107T5D10317,SUCCESS,
2026-06-14 02:47:46,MAT563107T5D10318,SUCCESS,
2026-06-14 02:47:49,MAT563107T5D10584,SUCCESS,
2026-06-14 02:47:53,MAT563249S7P25539,SUCCESS,
2026-06-14 02:47:57,MAT566008R1E14289,SUCCESS,
2026-06-14 02:48:00,MAT566009R1D11523,SUCCESS,
2026-06-14 02:48:08,MAT566011P1C07772,SUCCESS,
2026-06-14 02:48:11,MAT566011R1C08565,SUCCESS,
2026-06-14 02:48:20,MAT566011R1C08588,SUCCESS,
2026-06-14 02:48:22,MAT566013P1C10254,SUCCESS,
2026-06-14 02:48:24,MAT566013P1D10841,SUCCESS,
2026-06-14 02:48:26,MAT566013R1C07254,SUCCESS,
2026-06-14 02:48:28,MAT566013R1D10101,SUCCESS,
2026-06-14 02:48:30,MAT566013R1E11962,SUCCESS,
2026-06-14 02:48:32,MAT566013R1E11969,SUCCESS,
2026-06-14 02:48:34,MAT566013R1E11970,SUCCESS,
2026-06-14 02:48:35,MAT566013S1B06980,SUCCESS,
2026-06-14 02:48:37,MAT566217S1K29606,SUCCESS,
2026-06-14 02:48:39,MAT566217S1K29685,SUCCESS,
2026-06-14 02:48:40,MAT567103TAC08569,SUCCESS,
2026-06-14 02:48:42,MAT567105T3E14161,SUCCESS,
2026-06-14 02:48:44,MAT570014S1D12022,SUCCESS,
2026-06-14 02:48:46,MAT570018R1P34147,SUCCESS,
2026-06-14 02:48:48,MAT784059PFN14770,SUCCESS,
2026-06-14 02:48:50,MAT785048S7E08872,SUCCESS,
2026-06-14 02:48:52,MAT785049S7E09699,SUCCESS,
2026-06-14 02:48:54,MAT785053T7D10786,SUCCESS,
2026-06-14 02:48:56,MAT785077T7E13751,SUCCESS,
2026-06-14 02:48:58,MAT791014R5A01966,SUCCESS,
2026-06-14 02:49:01,MAT793002N1D13129,SUCCESS,
2026-06-14 02:49:03,MAT793004N3D13385,SUCCESS,
2026-06-14 02:49:06,MAT793016S5E10236,SUCCESS,
2026-06-14 02:49:09,MAT793016S5E10237,SUCCESS,
2026-06-14 02:49:13,MAT796002N1D10837,SUCCESS,
2026-06-14 02:49:18,MAT797053N3J25100,SUCCESS,
2026-06-14 02:49:22,MAT797076R1E14605,SUCCESS,
2026-06-14 02:49:25,MAT797308T5A02075,SUCCESS,
2026-06-14 02:49:29,MAT797308T5A03630,SUCCESS,
2026-06-14 02:49:32,MAT797308T5B05105,SUCCESS,
2026-06-14 02:49:36,MAT797308T5D10047,SUCCESS,
2026-06-14 02:49:39,MAT797312T5C08727,SUCCESS,
2026-06-14 02:49:43,MAT802027N3B03461,SUCCESS,
2026-06-14 02:49:46,MAT802027N3D10522,SUCCESS,
2026-06-14 02:49:49,MAT808036N1E15600,SUCCESS,
2026-06-14 02:49:53,MAT812025NAG07560,SUCCESS,
2026-06-14 02:49:56,MAT812037PAE06723,SUCCESS,
2026-06-14 02:50:06,MAT812089T5C07728,SUCCESS,
2026-06-14 02:50:08,MAT820003M1D10091,SUCCESS,
