timestamp,chassis_no,status,error
2026-06-25 09:44:19,MAT500052T1B06995,SUCCESS,
2026-06-25 09:44:22,MAT513061TFE06924,SUCCESS,
2026-06-25 09:44:27,MAT513061TFE07624,SUCCESS,
2026-06-25 09:44:29,MAT513062TFA00521,SUCCESS,
2026-06-25 09:44:30,MAT557051TUE03109,SUCCESS,
2026-06-25 09:44:33,MAT557055PUF03290,SUCCESS,
2026-06-25 09:44:35,MAT557072SUN05353,SUCCESS,
2026-06-25 09:44:37,MAT557072TUE02894,SUCCESS,
2026-06-25 09:44:40,MAT558010SVH26232,SUCCESS,
2026-06-25 09:44:42,MAT558010TVE27207,SUCCESS,
2026-06-25 09:44:45,MAT558053RVJ44909,SUCCESS,
2026-06-25 09:44:47,MAT558053TVA06693,SUCCESS,
2026-06-25 09:45:18,MAT558053TVA06830,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out."
2026-06-25 09:45:23,MAT558053TVD24801,SUCCESS,
2026-06-25 09:45:26,MAT558053TVE27758,SUCCESS,
2026-06-25 09:45:29,MAT558057TVC18595,SUCCESS,
2026-06-25 09:45:33,MAT558057TVE31063,SUCCESS,
2026-06-25 09:45:37,MAT563010N7D09294,SUCCESS,
2026-06-25 09:45:40,MAT563016N5C05484,SUCCESS,
2026-06-25 09:45:44,MAT563016NAB02344,SUCCESS,
2026-06-25 09:45:47,MAT566011P1P36078,SUCCESS,
2026-06-25 09:45:50,MAT566013R1D10878,SUCCESS,
2026-06-25 09:45:54,MAT566139T1E15797,SUCCESS,
2026-06-25 09:45:59,MAT566227T1A02071,SUCCESS,
2026-06-25 09:46:06,MAT566234T1E15577,SUCCESS,
2026-06-25 09:46:15,MAT566234T1E16231,SUCCESS,
2026-06-25 09:46:49,MAT566242T1D11538,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:47:19,MAT570101T1D12773,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:47:49,MAT777010M3C06686,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:48:19,MAT777013N3C07013,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:48:50,MAT777051T1E15620,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:49:20,MAT778216T1C09858,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:49:50,MAT785004N7E12516,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:50:20,MAT785051S7B04049,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:50:50,MAT790204M1C08481,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Read timed out. (read timeout=30)"
2026-06-25 09:51:20,MAT790227N2K19118,FAILED,"('Connection aborted.', ConnectionResetError(10054, 'An existing connection was forcibly closed by the remote host', None, 10054, None))"
2026-06-25 09:51:22,MAT792032P8A01702,FAILED,"HTTPConnectionPool(host='atcu-data.accoladeelectronics.com', port=6101): Max retries exceeded with url: /api/crm/getAIS140TicketList?page=1&size=50&search=MAT792032P8A01702&kpiCardSelected=PRO (Caused by NewConnectionError(""HTTPConnection(host='atcu-data.accoladeelectronics.com', port=6101): Failed to establish a new connection: [WinError 10061] No connection could be made because the target machine actively refused it""))"
2026-06-25 09:51:27,MAT794002MAK05361,SUCCESS,
2026-06-25 09:51:29,MAT796004P1A03148,SUCCESS,
2026-06-25 09:51:33,MAT805022TFE06497,SUCCESS,
2026-06-25 09:51:36,MAT805022TFE07127,SUCCESS,
2026-06-25 09:51:39,MAT805022TFE07532,SUCCESS,
2026-06-25 09:51:43,MAT805023TFC03769,SUCCESS,
2026-06-25 09:51:47,MAT805023TFD06269,SUCCESS,
2026-06-25 09:51:50,MAT808015N1E16116,SUCCESS,
2026-06-25 09:51:53,MAT812025MAN06062,SUCCESS,
2026-06-25 09:51:57,MAT812071S5E11376,SUCCESS,
2026-06-25 09:52:00,MAT817007RFD06787,SUCCESS,
2026-06-25 09:52:03,MAT818002RFC04895,SUCCESS,
2026-06-25 09:52:07,MAT818002RFD06618,SUCCESS,
2026-06-25 09:52:09,MAT820003M3J18666,SUCCESS,
2026-06-25 09:52:13,MAT820003P1C08587,SUCCESS,
2026-06-25 09:52:17,MAT828022N3E15683,SUCCESS,
2026-06-25 09:52:20,MAT828024P2C09025,SUCCESS,
2026-06-25 09:52:24,MAT828025N2F11878,SUCCESS,
