timestamp,chassis_no,status,error
2026-06-28 12:14:03,MAT503113TAD10431,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:04,MAT503113TAD10651,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:06,MAT558057TVC17853,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:08,MAT558057TVE29871,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:09,MAT558057TVE31157,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:11,MAT558057TVE31262,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:12,MAT558057TVF32824,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:14,MAT558057TVF33855,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:15,MAT778203R2D07637,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:17,MAT785063T7E14252,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:18,MAT785076T7E13324,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:20,MAT785076T7E14973,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:22,MAT797305T2C08879,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:23,MAT805025RFE08767,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:25,MAT820003N1D13530,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:27,MAT820007P1C08744,FAILED,[Errno 22] Invalid argument
2026-06-28 12:14:42,MAT847020T5D11789,SUCCESS,
2026-06-28 12:15:02,MAT447404TAC10206,SUCCESS,
2026-06-28 12:15:06,MAT447404TAC10207,SUCCESS,
2026-06-28 12:15:10,MAT494161T5D11394,SUCCESS,
2026-06-28 12:15:13,MAT494161T5D11739,SUCCESS,
2026-06-28 12:15:16,MAT557029NUD03250,SUCCESS,
2026-06-28 12:15:18,MAT557029NUF04826,SUCCESS,
2026-06-28 12:15:22,MAT557072TUD02363,SUCCESS,
2026-06-28 12:15:25,MAT557105TUE03215,SUCCESS,
2026-06-28 12:15:28,MAT558005TVB09621,SUCCESS,
2026-06-28 12:15:32,MAT558005TVC16935,SUCCESS,
2026-06-28 12:15:35,MAT558005TVC16962,SUCCESS,
2026-06-28 12:15:39,MAT558005TVC17141,SUCCESS,
2026-06-28 12:15:43,MAT558005TVD21722,SUCCESS,
2026-06-28 12:15:47,MAT558005TVE26701,SUCCESS,
2026-06-28 12:15:52,MAT558010SVE16014,SUCCESS,
2026-06-28 12:15:55,MAT558010TVD20514,SUCCESS,
2026-06-28 12:15:57,MAT558015TVD24819,SUCCESS,
2026-06-28 12:15:59,MAT558015TVD25286,SUCCESS,
2026-06-28 12:16:02,MAT558017SVP41397,SUCCESS,
2026-06-28 12:16:05,MAT558017TVD24813,SUCCESS,
2026-06-28 12:16:07,MAT558053SVG21431,SUCCESS,
2026-06-28 12:16:10,MAT558053SVJ26357,SUCCESS,
2026-06-28 12:16:13,MAT558053SVJ26359,SUCCESS,
2026-06-28 12:16:15,MAT558056TVF31752,SUCCESS,
2026-06-28 12:16:20,MAT558056TVF32100,SUCCESS,
2026-06-28 12:16:24,MAT558057TVD25322,SUCCESS,
2026-06-28 12:16:29,MAT558057TVE26040,SUCCESS,
2026-06-28 12:16:32,MAT558057TVE30993,SUCCESS,
2026-06-28 12:16:36,MAT558057TVE31255,SUCCESS,
2026-06-28 12:16:40,MAT558057TVE31261,SUCCESS,
2026-06-28 12:16:44,MAT558057TVF33465,SUCCESS,
2026-06-28 12:16:48,MAT558057TVF33857,SUCCESS,
2026-06-28 12:16:50,MAT566013R1E12863,SUCCESS,
2026-06-28 12:16:52,MAT566013R1F14846,SUCCESS,
2026-06-28 12:16:54,MAT566144T1E15015,SUCCESS,
2026-06-28 12:16:56,MAT566233T1E15994,SUCCESS,
2026-06-28 12:16:59,MAT566235T1E15995,SUCCESS,
2026-06-28 12:17:02,MAT570102T1D12921,SUCCESS,
2026-06-28 12:17:06,MAT783067T1D11240,SUCCESS,
2026-06-28 12:17:10,MAT792083P7C06496,SUCCESS,
2026-06-28 12:17:14,MAT792114R8C04915,SUCCESS,
2026-06-28 12:17:18,MAT793002N1D10504,SUCCESS,
2026-06-28 12:17:20,MAT794002MAK05522,SUCCESS,
2026-06-28 12:17:23,MAT797308T5D10053,SUCCESS,
2026-06-28 12:17:26,MAT797308T5D10065,SUCCESS,
2026-06-28 12:17:30,MAT797308T5D10067,SUCCESS,
2026-06-28 12:17:34,MAT797308T5E12504,SUCCESS,
2026-06-28 12:17:38,MAT797308T5E12505,SUCCESS,
2026-06-28 12:17:42,MAT804061T8B03502,SUCCESS,
2026-06-28 12:17:46,MAT805008NFG07381,SUCCESS,
2026-06-28 12:17:48,MAT805023RFE06883,SUCCESS,
2026-06-28 12:17:51,MAT805023TFE06512,SUCCESS,
2026-06-28 12:17:54,MAT805023TFE06586,SUCCESS,
2026-06-28 12:17:57,MAT805023TFE07182,SUCCESS,
2026-06-28 12:18:01,MAT805025TFA00292,SUCCESS,
2026-06-28 12:18:05,MAT810016N8D08476,SUCCESS,
2026-06-28 12:18:09,MAT820003P1C08335,SUCCESS,
2026-06-28 12:18:12,MAT820003P3C09519,SUCCESS,
2026-06-28 12:18:15,MAT828045R1E14025,SUCCESS,
2026-06-28 12:18:18,MAT828048RAF09132,SUCCESS,
2026-06-28 12:18:22,MAT828048SAC06316,SUCCESS,
2026-06-28 12:18:25,MAT828048SAC06365,SUCCESS,
2026-06-28 12:18:29,MAT828126T2E13485,SUCCESS,
2026-06-28 12:18:33,MAT828126T3C10750,SUCCESS,
2026-06-28 12:18:37,MAT828128TAD10470,SUCCESS,
2026-06-28 12:18:39,MAT828131T2E13626,SUCCESS,
2026-06-28 12:18:43,MAT837013S1D13019,SUCCESS,
2026-06-28 12:18:46,MAT837013S1D13029,SUCCESS,
2026-06-28 12:18:50,MAT837013S1D14074,SUCCESS,
2026-06-28 12:18:55,MAT837013S1D14153,SUCCESS,
2026-06-28 12:18:59,MAT837013S1D14157,SUCCESS,
2026-06-28 12:42:44,MAT563010N7A02036,SUCCESS,
2026-06-28 12:42:45,MAT503093R2D08258,SUCCESS,
2026-06-28 12:42:47,MAT447310M3N24667,SUCCESS,
2026-06-28 12:42:48,MAT513059T5E12987,SUCCESS,
2026-06-28 12:42:50,MAT513355T5E12313,SUCCESS,
2026-06-28 12:42:51,MAT784059TFC03886,SUCCESS,
2026-06-28 12:42:52,MAT805022TFE07588,SUCCESS,
2026-06-28 12:42:54,MAT805022TFF08312,SUCCESS,
2026-06-28 12:42:55,MAT805022TFF08259,SUCCESS,
2026-06-28 12:42:56,MAT805022TFE07705,SUCCESS,
2026-06-28 12:42:58,MAT557105TUF03632,SUCCESS,
2026-06-28 12:42:59,MAT513355T5E12315,SUCCESS,
